,term,gene,term_short
30987,"PID BETA CATENIN
 NUC PATHWAY",MMP9,BETA CATENIN NUC PATHWAY
30988,"PID BETA CATENIN
 NUC PATHWAY",TBL1X,BETA CATENIN NUC PATHWAY
30989,"PID BETA CATENIN
 NUC PATHWAY",CTNNBIP1,BETA CATENIN NUC PATHWAY
30990,"PID BETA CATENIN
 NUC PATHWAY",SFN,BETA CATENIN NUC PATHWAY
30991,"PID BETA CATENIN
 NUC PATHWAY",MDFIC,BETA CATENIN NUC PATHWAY
30992,"PID BETA CATENIN
 NUC PATHWAY",CDX4,BETA CATENIN NUC PATHWAY
30993,"PID BETA CATENIN
 NUC PATHWAY",MMP2,BETA CATENIN NUC PATHWAY
30994,"PID BETA CATENIN
 NUC PATHWAY",CCN1,BETA CATENIN NUC PATHWAY
30995,"PID BETA CATENIN
 NUC PATHWAY",TERT,BETA CATENIN NUC PATHWAY
30996,"PID BETA CATENIN
 NUC PATHWAY",NCOA2,BETA CATENIN NUC PATHWAY
30997,"PID BETA CATENIN
 NUC PATHWAY",MT-CO2,BETA CATENIN NUC PATHWAY
30998,"PID BETA CATENIN
 NUC PATHWAY",ZCCHC12,BETA CATENIN NUC PATHWAY
30999,"PID BETA CATENIN
 NUC PATHWAY",CBY1,BETA CATENIN NUC PATHWAY
31000,"PID BETA CATENIN
 NUC PATHWAY",CTBP1,BETA CATENIN NUC PATHWAY
31001,"PID BETA CATENIN
 NUC PATHWAY",HBP1,BETA CATENIN NUC PATHWAY
31002,"PID BETA CATENIN
 NUC PATHWAY",NEUROG1,BETA CATENIN NUC PATHWAY
31003,"PID BETA CATENIN
 NUC PATHWAY",CUL1,BETA CATENIN NUC PATHWAY
31004,"PID BETA CATENIN
 NUC PATHWAY",SKP1,BETA CATENIN NUC PATHWAY
31005,"PID BETA CATENIN
 NUC PATHWAY",CDKN2A,BETA CATENIN NUC PATHWAY
31006,"PID BETA CATENIN
 NUC PATHWAY",TNIK,BETA CATENIN NUC PATHWAY
31007,"PID BETA CATENIN
 NUC PATHWAY",TCF7,BETA CATENIN NUC PATHWAY
31008,"PID BETA CATENIN
 NUC PATHWAY",TLE5,BETA CATENIN NUC PATHWAY
31009,"PID BETA CATENIN
 NUC PATHWAY",TLE1,BETA CATENIN NUC PATHWAY
31010,"PID BETA CATENIN
 NUC PATHWAY",TLE2,BETA CATENIN NUC PATHWAY
31011,"PID BETA CATENIN
 NUC PATHWAY",HDAC2,BETA CATENIN NUC PATHWAY
31012,"PID BETA CATENIN
 NUC PATHWAY",BCL9,BETA CATENIN NUC PATHWAY
31013,"PID BETA CATENIN
 NUC PATHWAY",CCND1,BETA CATENIN NUC PATHWAY
31014,"PID BETA CATENIN
 NUC PATHWAY",MYOG,BETA CATENIN NUC PATHWAY
31015,"PID BETA CATENIN
 NUC PATHWAY",VCAN,BETA CATENIN NUC PATHWAY
31016,"PID BETA CATENIN
 NUC PATHWAY",LEF1,BETA CATENIN NUC PATHWAY
31017,"PID BETA CATENIN
 NUC PATHWAY",YWHAH,BETA CATENIN NUC PATHWAY
31018,"PID BETA CATENIN
 NUC PATHWAY",XPO1,BETA CATENIN NUC PATHWAY
31019,"PID BETA CATENIN
 NUC PATHWAY",MYC,BETA CATENIN NUC PATHWAY
31020,"PID BETA CATENIN
 NUC PATHWAY",KLF4,BETA CATENIN NUC PATHWAY
31021,"PID BETA CATENIN
 NUC PATHWAY",CDH1,BETA CATENIN NUC PATHWAY
31022,"PID BETA CATENIN
 NUC PATHWAY",DVL3,BETA CATENIN NUC PATHWAY
31023,"PID BETA CATENIN
 NUC PATHWAY",TBXT,BETA CATENIN NUC PATHWAY
31024,"PID BETA CATENIN
 NUC PATHWAY",SP5,BETA CATENIN NUC PATHWAY
31025,"PID BETA CATENIN
 NUC PATHWAY",CAMK4,BETA CATENIN NUC PATHWAY
31026,"PID BETA CATENIN
 NUC PATHWAY",HDAC1,BETA CATENIN NUC PATHWAY
31027,"PID BETA CATENIN
 NUC PATHWAY",CACNA1G,BETA CATENIN NUC PATHWAY
31028,"PID BETA CATENIN
 NUC PATHWAY",APC,BETA CATENIN NUC PATHWAY
31029,"PID BETA CATENIN
 NUC PATHWAY",IGF2BP1,BETA CATENIN NUC PATHWAY
31030,"PID BETA CATENIN
 NUC PATHWAY",CCND2,BETA CATENIN NUC PATHWAY
38909,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGAL,EXTRACELLULAR MATRIX O...
38910,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGA3,EXTRACELLULAR MATRIX O...
38911,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGA2B,EXTRACELLULAR MATRIX O...
38912,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP25,EXTRACELLULAR MATRIX O...
38913,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",DCN,EXTRACELLULAR MATRIX O...
38914,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPN1,EXTRACELLULAR MATRIX O...
38915,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CD44,EXTRACELLULAR MATRIX O...
38916,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",IBSP,EXTRACELLULAR MATRIX O...
38917,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MUSK,EXTRACELLULAR MATRIX O...
38918,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TIMP2,EXTRACELLULAR MATRIX O...
38919,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MFAP3,EXTRACELLULAR MATRIX O...
38920,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TLL1,EXTRACELLULAR MATRIX O...
38921,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",VCAN,EXTRACELLULAR MATRIX O...
38922,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CDH1,EXTRACELLULAR MATRIX O...
38923,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TNC,EXTRACELLULAR MATRIX O...
38924,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL9A2,EXTRACELLULAR MATRIX O...
38925,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LTBP1,EXTRACELLULAR MATRIX O...
38926,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ELN,EXTRACELLULAR MATRIX O...
38927,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LAMC3,EXTRACELLULAR MATRIX O...
38928,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL23A1,EXTRACELLULAR MATRIX O...
38929,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LAMA3,EXTRACELLULAR MATRIX O...
38930,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LAMC2,EXTRACELLULAR MATRIX O...
38931,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL11A1,EXTRACELLULAR MATRIX O...
38932,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL17A1,EXTRACELLULAR MATRIX O...
38933,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ACTN1,EXTRACELLULAR MATRIX O...
38934,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",P4HA2,EXTRACELLULAR MATRIX O...
38935,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",NTN4,EXTRACELLULAR MATRIX O...
38936,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ICAM3,EXTRACELLULAR MATRIX O...
38937,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPN6,EXTRACELLULAR MATRIX O...
38938,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",FBLN1,EXTRACELLULAR MATRIX O...
38939,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGA8,EXTRACELLULAR MATRIX O...
38940,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CEACAM1,EXTRACELLULAR MATRIX O...
38941,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL5A3,EXTRACELLULAR MATRIX O...
38942,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PSEN1,EXTRACELLULAR MATRIX O...
38943,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL4A4,EXTRACELLULAR MATRIX O...
38944,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL19A1,EXTRACELLULAR MATRIX O...
38945,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGB5,EXTRACELLULAR MATRIX O...
38946,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PLOD1,EXTRACELLULAR MATRIX O...
38947,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGAE,EXTRACELLULAR MATRIX O...
38948,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL16A1,EXTRACELLULAR MATRIX O...
38949,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CEACAM6,EXTRACELLULAR MATRIX O...
38950,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAMTS2,EXTRACELLULAR MATRIX O...
38951,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP2,EXTRACELLULAR MATRIX O...
38952,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",NID2,EXTRACELLULAR MATRIX O...
38953,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LTBP4,EXTRACELLULAR MATRIX O...
38954,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ICAM1,EXTRACELLULAR MATRIX O...
38955,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",P3H2,EXTRACELLULAR MATRIX O...
38956,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LAMB1,EXTRACELLULAR MATRIX O...
38957,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGA6,EXTRACELLULAR MATRIX O...
38958,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CMA1,EXTRACELLULAR MATRIX O...
38959,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPN3,EXTRACELLULAR MATRIX O...
38960,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL9A3,EXTRACELLULAR MATRIX O...
38961,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TGFB2,EXTRACELLULAR MATRIX O...
38962,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TLL2,EXTRACELLULAR MATRIX O...
38963,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MADCAM1,EXTRACELLULAR MATRIX O...
38964,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP11,EXTRACELLULAR MATRIX O...
38965,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PDGFB,EXTRACELLULAR MATRIX O...
38966,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CTSG,EXTRACELLULAR MATRIX O...
38967,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP9,EXTRACELLULAR MATRIX O...
38968,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",BMP7,EXTRACELLULAR MATRIX O...
38969,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL20A1,EXTRACELLULAR MATRIX O...
38970,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LAMA1,EXTRACELLULAR MATRIX O...
38971,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TIMP1,EXTRACELLULAR MATRIX O...
38972,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP15,EXTRACELLULAR MATRIX O...
38973,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPN15,EXTRACELLULAR MATRIX O...
38974,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TGFB1,EXTRACELLULAR MATRIX O...
38975,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ICAM4,EXTRACELLULAR MATRIX O...
38976,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ICAM5,EXTRACELLULAR MATRIX O...
38977,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PTPRS,EXTRACELLULAR MATRIX O...
38978,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COMP,EXTRACELLULAR MATRIX O...
38979,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGB8,EXTRACELLULAR MATRIX O...
38980,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PCOLCE,EXTRACELLULAR MATRIX O...
38981,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",SERPINE1,EXTRACELLULAR MATRIX O...
38982,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PLOD3,EXTRACELLULAR MATRIX O...
38983,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ASPN,EXTRACELLULAR MATRIX O...
38984,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",SH3PXD2A,EXTRACELLULAR MATRIX O...
38985,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ICAM2,EXTRACELLULAR MATRIX O...
38986,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL1A1,EXTRACELLULAR MATRIX O...
38987,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",VTN,EXTRACELLULAR MATRIX O...
38988,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",VWF,EXTRACELLULAR MATRIX O...
38989,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",P3H3,EXTRACELLULAR MATRIX O...
38990,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL12A1,EXTRACELLULAR MATRIX O...
38991,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL9A1,EXTRACELLULAR MATRIX O...
38992,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LAMA4,EXTRACELLULAR MATRIX O...
38993,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LOX,EXTRACELLULAR MATRIX O...
38994,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",SPARC,EXTRACELLULAR MATRIX O...
38995,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL7A1,EXTRACELLULAR MATRIX O...
38996,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGB6,EXTRACELLULAR MATRIX O...
38997,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGA4,EXTRACELLULAR MATRIX O...
38998,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LOXL3,EXTRACELLULAR MATRIX O...
38999,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",EFEMP1,EXTRACELLULAR MATRIX O...
39000,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",FN1,EXTRACELLULAR MATRIX O...
39001,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",SDC1,EXTRACELLULAR MATRIX O...
39002,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TNR,EXTRACELLULAR MATRIX O...
39003,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",NID1,EXTRACELLULAR MATRIX O...
39004,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MFAP2,EXTRACELLULAR MATRIX O...
39005,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",P3H1,EXTRACELLULAR MATRIX O...
39006,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CTSD,EXTRACELLULAR MATRIX O...
39007,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP8,EXTRACELLULAR MATRIX O...
39008,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TTR,EXTRACELLULAR MATRIX O...
39009,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",SPP1,EXTRACELLULAR MATRIX O...
39010,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LTBP2,EXTRACELLULAR MATRIX O...
39011,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TGFB3,EXTRACELLULAR MATRIX O...
39012,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",TNN,EXTRACELLULAR MATRIX O...
39013,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",FMOD,EXTRACELLULAR MATRIX O...
39014,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PLG,EXTRACELLULAR MATRIX O...
39015,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",P4HA1,EXTRACELLULAR MATRIX O...
39016,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP19,EXTRACELLULAR MATRIX O...
39017,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL10A1,EXTRACELLULAR MATRIX O...
39018,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",SDC4,EXTRACELLULAR MATRIX O...
39019,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MATN4,EXTRACELLULAR MATRIX O...
39020,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CEACAM8,EXTRACELLULAR MATRIX O...
39021,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL21A1,EXTRACELLULAR MATRIX O...
39022,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",BMP4,EXTRACELLULAR MATRIX O...
39023,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",BMP2,EXTRACELLULAR MATRIX O...
39024,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",GDF5,EXTRACELLULAR MATRIX O...
39025,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP24,EXTRACELLULAR MATRIX O...
39026,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPNS1,EXTRACELLULAR MATRIX O...
39027,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",KDR,EXTRACELLULAR MATRIX O...
39028,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LOXL1,EXTRACELLULAR MATRIX O...
39029,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",NCAN,EXTRACELLULAR MATRIX O...
39030,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COLGALT1,EXTRACELLULAR MATRIX O...
39031,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PXDN,EXTRACELLULAR MATRIX O...
39032,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL5A1,EXTRACELLULAR MATRIX O...
39033,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LAMA5,EXTRACELLULAR MATRIX O...
39034,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPN7,EXTRACELLULAR MATRIX O...
39035,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MATN3,EXTRACELLULAR MATRIX O...
39036,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",EMILIN2,EXTRACELLULAR MATRIX O...
39037,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGB4,EXTRACELLULAR MATRIX O...
39038,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",BCAN,EXTRACELLULAR MATRIX O...
39039,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LOXL2,EXTRACELLULAR MATRIX O...
39040,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LRP4,EXTRACELLULAR MATRIX O...
39041,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL4A2,EXTRACELLULAR MATRIX O...
39042,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAMTS8,EXTRACELLULAR MATRIX O...
39043,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CTSL,EXTRACELLULAR MATRIX O...
39044,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAM19,EXTRACELLULAR MATRIX O...
39045,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGA7,EXTRACELLULAR MATRIX O...
39046,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPN9,EXTRACELLULAR MATRIX O...
39047,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LAMC1,EXTRACELLULAR MATRIX O...
39048,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CTSV,EXTRACELLULAR MATRIX O...
39049,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPN11,EXTRACELLULAR MATRIX O...
39050,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP7,EXTRACELLULAR MATRIX O...
39051,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP20,EXTRACELLULAR MATRIX O...
39052,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP13,EXTRACELLULAR MATRIX O...
39053,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",THBS1,EXTRACELLULAR MATRIX O...
39054,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGA11,EXTRACELLULAR MATRIX O...
39055,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAM10,EXTRACELLULAR MATRIX O...
39056,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",EMILIN1,EXTRACELLULAR MATRIX O...
39057,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LOXL4,EXTRACELLULAR MATRIX O...
39058,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAMTS14,EXTRACELLULAR MATRIX O...
39059,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGAV,EXTRACELLULAR MATRIX O...
39060,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",FGF2,EXTRACELLULAR MATRIX O...
39061,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",FBN2,EXTRACELLULAR MATRIX O...
39062,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL2A1,EXTRACELLULAR MATRIX O...
39063,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",LUM,EXTRACELLULAR MATRIX O...
39064,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGB7,EXTRACELLULAR MATRIX O...
39065,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",FBLN5,EXTRACELLULAR MATRIX O...
39066,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MFAP1,EXTRACELLULAR MATRIX O...
39067,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",FURIN,EXTRACELLULAR MATRIX O...
39068,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGAX,EXTRACELLULAR MATRIX O...
39069,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAMTS18,EXTRACELLULAR MATRIX O...
39070,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL6A1,EXTRACELLULAR MATRIX O...
39071,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL6A2,EXTRACELLULAR MATRIX O...
39072,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",APP,EXTRACELLULAR MATRIX O...
39073,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPN10,EXTRACELLULAR MATRIX O...
39074,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",FBN3,EXTRACELLULAR MATRIX O...
39075,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",HSPG2,EXTRACELLULAR MATRIX O...
39076,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGA10,EXTRACELLULAR MATRIX O...
39077,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CTSK,EXTRACELLULAR MATRIX O...
39078,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAM15,EXTRACELLULAR MATRIX O...
39079,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGA9,EXTRACELLULAR MATRIX O...
39080,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",COL8A1,EXTRACELLULAR MATRIX O...
39081,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAMTS16,EXTRACELLULAR MATRIX O...
39082,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",HAPLN1,EXTRACELLULAR MATRIX O...
39083,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",SCUBE3,EXTRACELLULAR MATRIX O...
39084,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CASK,EXTRACELLULAR MATRIX O...
39085,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAM12,EXTRACELLULAR MATRIX O...
39086,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",SERPINH1,EXTRACELLULAR MATRIX O...
39087,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAPN5,EXTRACELLULAR MATRIX O...
39088,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",NCAM1,EXTRACELLULAR MATRIX O...
39089,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",P4HA3,EXTRACELLULAR MATRIX O...
39090,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP3,EXTRACELLULAR MATRIX O...
39091,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGB1,EXTRACELLULAR MATRIX O...
39092,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAM8,EXTRACELLULAR MATRIX O...
39093,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAM17,EXTRACELLULAR MATRIX O...
39094,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",DST,EXTRACELLULAR MATRIX O...
39095,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",DSPP,EXTRACELLULAR MATRIX O...
39096,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",DMP1,EXTRACELLULAR MATRIX O...
39097,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PLOD2,EXTRACELLULAR MATRIX O...
39098,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",CAST,EXTRACELLULAR MATRIX O...
39099,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",PRKCA,EXTRACELLULAR MATRIX O...
39100,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",JAM2,EXTRACELLULAR MATRIX O...
39101,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAMTS1,EXTRACELLULAR MATRIX O...
39102,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAMTS5,EXTRACELLULAR MATRIX O...
39103,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP16,EXTRACELLULAR MATRIX O...
39104,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAMTS3,EXTRACELLULAR MATRIX O...
39105,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ITGAD,EXTRACELLULAR MATRIX O...
39106,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",MMP14,EXTRACELLULAR MATRIX O...
39107,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ACAN,EXTRACELLULAR MATRIX O...
39108,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",F11R,EXTRACELLULAR MATRIX O...
39109,"REACTOME EXTRACELLULAR MATRIX
 ORGANIZATION",ADAMTS4,EXTRACELLULAR MATRIX O...
